,Book_ID,Judul,No. ISBN,Penulis,Penerbit,Tanggal terbit,Kategori,Description,img_small_link,img_large_link
615,616,Ibnu Arabi From A to Z,9786234001501,Zulfan Arif,Anak Hebat Indonesia,Agustus - 2022,Biografi,"Ibn 'Arabi merupakan salah satu tokoh sufi yang berpengaruh dari Andalusia (Spanyol). la dikenal sebagai seorang tokoh ulama yang banyak meninggalkan sumbangan di bidang keilmuan Islam khususnya dibidang tasawuf. Saat ini, nama beliau selalu dipetik dalam pembahasan ilmiah terutama pembahasan bidang fikih, hadis, dan tafsir. Kitab-kitab beliau dalam bidang-bidang tersebut telah dijadikan rujukan oleh generasi masa kini. Selain terkenal di bidang fikih, hadis, dan tafsir, banyak yang tidak mengetahui bahwa Ibn Arabi juga memiliki sumbangan dalam bidang sejarah Islam.Ajaran dan sumbangsihnya dalam ilmu tasawuf hingga saat ini masih menjadi rujukan para akademisi di berbagai belahan dunia, bahkan di Indonesia. Pengaruh tasawuf Ibn Arabi dipahami dan diimplementasikan menjadi metode dakwah yang diadopsi oleh para penyebar Islam di Nusantara, di antaranya adalah para Wali Sanga. Dengan ajaran itu, Islam mampu menyebar secara dinamis di Nusantara yang pada kenyataannya tiap wilayah memiliki latar belakang sosiokultural yang berbeda. Oleh sebab itu, sangatlah menarik untuk mempelajari kisah hidup Ibn Arabi, ajaran untuk sama-sama mencari makna ketuhanan yang sejati.",https://www.bukukita.com/babacms/displaybuku/119323.jpg,https://www.bukukita.com/babacms/displaybuku/119323_f.jpg
616,617,Ibnu Sina From A to Z,9786234001495,A.R.Shohibul Ulum,Anak Hebat Indonesia,Agustus - 2022,Ilmu Sosial,"Ibnu Sina yang lebih dikenal di Barat dengan nama Avicenna mempunyai nama lengkap Abu Ali al-Husein bin Abdullah bin Hassan Ali bin Sina. Beliau merupakan seorang yang berkebangsaan Persia. Menurut Ibnu Abi Ushaybi'ah Ia lahir pada tahun 375 H, di desa Afshanah dekat kota Khatmaitan, Provinsi Bukhara, Afganishtan. Ibnu Sina pernah diberi gelar sebagai Bapak Kedokteran Modern oleh kaum latin Skolastik. Gelar yang pernah diberikan kepadanya adalah sebagai Raja Obat, Malah lebih dari ibu, dalam dunia Islam, la dianggap sebagai Zenith, puncak tertinggi dalam ilmu kedokteran.",https://www.bukukita.com/babacms/displaybuku/119328.jpg,https://www.bukukita.com/babacms/displaybuku/119328_f.jpg
617,618,Doa-Doa Pembuka Pintu Rezeki,9786027633346,Abdul Muiz bin Nur,Al-Maghfirah,Oktober - 2013,Islam,"Buku ini menyajikan KUMPULAN DOA DOA PEMBUKA PINTU REZEKI yang disertai dengan berbadai pemahaman penting terkait doa-doa pembuka pintu rezeki, juga pemahaman tentang rezeki itu sendiri. Lengkap dengan penjelasan:- Hakikat dan tata cara berdoa- Konsep penting rezeki- Jaminan Allah dalam ayat-ayat tentang rezeki- Tips-tips mujarab agar rezeki mengalir lancar- Kiat-kiat agar rezeki yang didapat selalu membawa keberkahan- Hal-hal yang menghambat rezeki",https://www.bukukita.com/babacms/displaybuku/69481.jpg,https://www.bukukita.com/babacms/displaybuku/69481_f.jpg
618,619,7 Surat Pilihan,9786232442597,Tim Mueeza,Anak Hebat Indonesia,Agustus - 2022,Islam,"Pada dasarnya, semua surat dalam Alquran mempunyai kedudukan yang sama, semuanyamerupakan petunjuk bagi manusia dalammenjalankan kehidupannya. Namun, berdasarkan-hadis, ada beberapa surat yang mempunyai fadilah (keutamaan) tersendiri. Setidaknya, ada 7_surat didalam Alquran yang bisa juga Anda terapkan dan amalkan dalam kehidupan Anda sehari-hari.",https://www.bukukita.com/babacms/displaybuku/119304.jpg,https://www.bukukita.com/babacms/displaybuku/119304_f.jpg
619,620,ABU BAKAR ASH- SHIDIQ sebuah biografi,9786232445277,Ari Ghorir Atiq,Anak Hebat Indonesia,Agustus - 2022,Islam,"Abu Bakar Adalah Salah Satu Sahabat Rasulullah Yang Paling Dekat. Abu Bakar Juga Merupakan Salah Satu Khulafaur Rasidin Yang Berjasa Dalam Perkembangan Islam. Kedekatan Abu Bakar Dengan Rasulullah Dimulai Sejak Kecil. Karena Usia Mereka Berdua Tidak Terpaut Jauh Dan Tinggal Bersama Dalam Satu Perkampungan. Persahabat Itulah Yang Membuat Abu Bakar Untuk Selalu Berada Di Samping Rasulullah. Begitu Juga Abu Bakar, la Telah Bertekad Untuk Melindungi Dan Menemani Rasulullah Dalam Keadaan Apapun. Abu Bakar Menjadi Teman Pendamping Hijrah Rasulullah Pertama Kalinya Ke Madinah. Banyak Suka Duka Yang Dialami Oleh Abu Bakar Pada Masa Rasulullah. Abu Bakar Juga Menjadi Orang Pertama Yang Membenarkan Apa Yang Disampaikan Oleh Rasulullah Setelah Melakukan Isra Miraj. Ketika Semua Orang Menyangkal Apa Yang Disampaikan Oleh Rasulullah. Abu Bakar Tetap Teguh Dalam Menemani Perialanan Dakwah Rasulullah. Abu Bakar Senantiasa Mengorbankan Hartanya Untuk Kepentingan Islam. Tidak Hanya Cukup Sampai Di Situ, Abu Bakar Terus Melakukan Gerakan Untuk Menyebar Luaskan Ajaran Agama Islam Sampai Persia Dan Romawi. Tekad Abu Bakar Untuk Menaklukkan Persia Sangat Besar, Bahkan Bukan Hanya Persia Namun Diharapkan Bisa Sampai Romawi. Usaha Yang Dilakukan Oleh Abu Bakar Berakhir Gemilang, Hingga Saatnya Abu Bakar Menyusul Rasulullah Mengahadap Allah. Abu Bakar Mengembuskan Nafas Terakhir Ketika Pasukan Islam Sedang Melakukan Penyerangan Terhadap Irak. Pemerintah Abu Bakar Hanya Berlangsung Sekitar Dua Tahunan, Akan Tetapi Jasa-jasa Abu Bakar Terhadap Islam Tidak Ada Yang Dapat Menandinginya.",https://www.bukukita.com/babacms/displaybuku/119309.jpg,https://www.bukukita.com/babacms/displaybuku/119309_f.jpg
620,621,100 More Great Leadership Ideas,9786020956725,Jonathan Gifford,MIC,November - 2018,Pengembangan Diri,"Apa yang diperlukan untuk menjadi pemimpin dan manajer yang yang efektif dan berpengaruh?Jika Anda seorang manajer bisnis, menunjukkan keahlian Anda dalam memimpin penting untuk meraih sukses. Tak ada cara pasti untuk memimpin dengan efektif dan berpengaruh, tetapi Anda bisa mengambil inspirasi dan saran dari berbagai pemimpin yang telah terlebih dulu sukses.Buku ini memuat 100 ide kepemimpinan hebat, tambahan dari buku sejenis yang diterbitkan sebelumnya, disarikan dari penelitian beragam perusahaan dan organisasi di seluruh dunia. Tiap ide dijabarkan begitu detail. Anda kemudian ditunjukkan cara menerapkan ide tersebut perusahaan Anda.",https://www.bukukita.com/babacms/displaybuku/110015.jpg,https://www.bukukita.com/babacms/displaybuku/110015_f.jpg
621,622,The Book Of SPSS Pengolahan & Analisis Data,9786232440982,"Romie Priyastama, S.Si.",Start Up,Maret - 2020,Web Programming,"Buku ini merupakan alternatif berbagai kalangan mulai dari pemula maupun,yang telah mahir yang membutuhkan panduan dalam melakukan analisis datamelalui paket program SPSS. Buku ini diharapkan mampu memberi bantuanterutama kepada pembaca yang sedang mengerjakan skripsi di samping dapatpula digunakan untuk menyelesaikan olah data biasa. Buku yang berisi sebelas bab ini berisi mulai dari pengenalan paket program SPSS. statistik deskriptif, statistik inferensi mengenai metode parametrik, analisis regresi dan korelasi, analisis reliabihtas. statistik nonparametrik. berbagai grafik dan tabel statistik yang dilampirkan. Buku ini menunjukkan tahap demi tahap cara melakukan berbagai analisis dan uji/test mulai dari berbagai output yang digambarkan melalui tabel atau plot. Para pembaca buku ini akan merasakan bila sebelumnya merasa sulit untuk mengerjakan analisis data menggunakan SPSS namun ternyata menyadari bahwa sebenarnya SPSS sangat simpel, mudah, dan praktis serta efektif untuk menyelesaikan berbagai permasalahan mengenai data.",https://www.bukukita.com/babacms/displaybuku/115403.jpg,https://www.bukukita.com/babacms/displaybuku/115403_f.jpg
622,623,Tata Cara Shalat Doa & Juz Amma for Smart Kids,9786232447189,Kak Ipnu,Mueeza kids,Agustus - 2021,Pendidikan Anak,"Buku ini penting bagi anak-anak yang ingin belajar tentang berwudu, shalat dan doa-doa sehari-hari. Buku ini dilengkapi dengan gambar ilustrasi yang cocok untuk anak-anak sehingga mereka lebih mempunyai gambaran bagaimana melakukan gerakan wudu dan shalat dengan benar. Selain mengenai tata cara wudu dan shalat, buku ini juga dilengkapi dengan amalan doa-doa yang dapat diamalkan dalam kehidupan anak-anak sehari-hari. Tidak lupa, buku ini dilengkapi dengan Juz Amma yang merupakan penggalan Al Qur'an yang berisi surat-surat pendek Juz 30 Al Qur'an. Adanya bab Juz Amma di buku ini agar anak-anak dapat menambah bacaan dalam shalat mereka.",https://www.bukukita.com/babacms/displaybuku/117972.jpg,https://www.bukukita.com/babacms/displaybuku/117972_f.jpg
623,624,Sukses Berdebat: Cara Sukses Berbicara dan Berdebat dengan Orang Lain,9786026380760,Sony Adams,Anak Hebat Indonesia,Agustus - 2017,Psikologi," Seperti Apakah Tipe Gaya Berkomunikasi Kamu? Komunikasi Verbal yang Efektif Langkah-Langkah agar Komunikasi Bisa Efektif Komunikasi Efektif Adalah Hal yang Penting dan Kompleks Keterampilan dalam Berkomunikasi Mengenal Tipe Pembicara Mengapa Harus Malu? Rubahlah Konsep Negatif dalam Dirimu Perbaikilah Kualitas Kecerdasanmu! Mengapa Sulit Menghargai Diri Sendiri? Jadilah Pribadi yang Penuh Percaya Diri Cara Meningkatkan Rasa Percaya Diri Jadilah Pribadi yang Pemberani Kuatkan Otot Mentalmu Cara Praktis Mengatasi Gugup/Grogi Bagaimana agar Tidak ""Ngos-Ngosan"" di Depan Orang? Bagaimana Teknik Vokal untuk Berbicara dengan Orang Lain? Saatnya Mempersiapkan Dirimu Cara Berbicara yang Berwibawa Jadilah The Center of Attention (Pusat Perhatian) Buatlah Orang Mendengarmu dan Sependapat Denganmu S^atnya Tampil Memukau di Depan Umum Perkenalkan Dirimu dengan Sebaik-baiknya Belajar dari Oprah Winfrey Belajar dari Jay Leno Mengapa Harus Berdebat? Persiapan yang Matang Sebelum Berdebat Sopan Santun dalam Berdebat Teknik Berdebat Cara Memenangkan Perdebatan Berdebat Itu Tidak Boleh Egois Menjadi Pendengar yang Baik Temukan Solusi di Gang Buntu Bacalah Pikiran Lawan Bicaramu Bagaimana Memengaruhi Orang Lain?",https://www.bukukita.com/babacms/displaybuku/101996.jpg,https://www.bukukita.com/babacms/displaybuku/101996_f.jpg
624,625,Seharusnya Tidak Begitu: Cara Paling Serius Menghadapi Kecemasan dan Ket,9786232442528,Asti Musman,Psikologi Corner,Desember - 2020,Pengembangan Diri,"Seiring berjalannya waktu kita akan bertemu dengan banyak situasi yang tidak menyenangkan yang memang seharusnya begitu. Kondisi itu tidak bisa diubah. Kita memiliki dua pilihan: apakah kita akan menerimanya sebagai hal yang tidak terelakkan dan menyesuaikan diri dengannya atau kita menghancurkan hidup kita dengan pemberontakan yang mungkin akan berakhir dengan gangguan mental, misalnya merasa cemas atau tidak puas yang berlebihan.Apakah Anda cemas? Jika Anda menggeleng keras, saya tidak yakin. Secara lahir memang tidak tampak, namun dalam hati Anda pasti ada rasa cemas. Seringkali kita dihinggapi kecemasan, cemas dengan pekerjaan, cemas dengan perkuliahan, perasaan cemas apakah besok bisnis berjalan lancar. Cemas itu manusiawi namun cemas berlebihan justru akan menghambat kesuksesan. Tentu saja akibatnya adalah kegagalan. Buku ini hadir untuk Anda yang sedang cemas dan tidak pernah puas dengan segala apa yang terjadi di dunia ini.",https://www.bukukita.com/babacms/displaybuku/117200.jpg,https://www.bukukita.com/babacms/displaybuku/117200_f.jpg
625,626,Mastering English Conversation For Student,9786026595348,Hasna Wijayati,Anak Hebat Indonesia,Agustus - 2017,Belajar Bahasa,"Untuk Anda yang mau berlatih ngomong bahasa Inggris dengan cara praktis, buku ini siap mendampingi Anda. Buku ini berisi percakapan bahasa Inggris praktis yang kaya akan variasi topik. Ada berbagai topik yang sangat penting dan sering diperlukan dalam aktivitas harian. Mastering English Conversation For Students. Dengan hadirnya rangkuman kosakata pada tiap topik, Anda pun akan lebih terbantu untuk dapat menyusun kalimat sendiri dengan baik. Selain itu, buku ini juga dilengkapi dengan latihan soal sederhana untuk melatih dan mengembangkan kemampuan Anda dalam menyusun kalimat.",https://www.bukukita.com/babacms/displaybuku/101990.jpg,https://www.bukukita.com/babacms/displaybuku/101990_f.jpg
626,627,Al-qur'an Terjemah Al-WALIYY kembang kecil,9786026904188,Tim Gema Insani,Gema Insani,Agustus - 2022,Al-Quran,"Dilengkapi :--Asbabun Nuzul""--makharijul Huruf--Blok Ayat Doa--Sejarah Alquran--Adab membaca Alquran",https://www.bukukita.com/babacms/displaybuku/119332.jpg,https://www.bukukita.com/babacms/displaybuku/119332_f.jpg
627,628,al-Qur\'an Tiga bahasa,9786027317437,Kelompok Gema Insani,Gema Insani,Agustus - 2022,Al-Quran,"Al-Qur'an Tiga Bahasa adalah ikhtiarmendekatkan Al-Qur'an dengan para pencin-tan-ya lewat tutur bahasa yang dipahami.Saat bahasa ibu & lainnya berpadu, tahapawal membangun pemahaman menjadi mudah.Saat khasanah blantika kebahasaan terpatri,wawasan semakin dalam tergali. Maslahat punkian menukik pada kebutuhan pembaca, tatkalaalih aksara Arab Latin hadir untuk memberijalan tengah sementara bagi keawamanmembaca Kitab Suci.Kalamullah, semakin diselami semakinterkuak kedalaman samuderanya. Tak pernahtuntas memenuhi dahaga ilmu para tulab.Tak pernah lekang oleh berputarnya roda zaman.Abadi terukir di hati para pengais Rahmat.",https://www.bukukita.com/babacms/displaybuku/119201.jpg,https://www.bukukita.com/babacms/displaybuku/119201_f.jpg
628,629,Komik Puber Siapa Takut!,9786022508038,Nurhayati Pujiastuti,Gema Insani,Agustus - 2022,Cerita Anak,"Ara dan Nizam kini bukan anak-anak lagi. Mereka mulaiberanjak remaja. Tak heran. beberapa perubahanterjadi pada diri mereka. Tubuh mereka kini tumbuhlebih tinggi, wajah mulai berjerawat, dan masihbanyak lagi perubahan yang mereka belum pernah alami sebelumnya.",https://www.bukukita.com/babacms/displaybuku/119227.jpg,https://www.bukukita.com/babacms/displaybuku/119227_f.jpg
629,630,komik aqidah takdir dan hari akhir,9786022509561,Nurhayati Pujiastuti,Gema Insani,Agustus - 2022,Cerita Anak,"Apakah kalian tahu siapa pencipta alam semesta dan seisinya? Apakah kalian tahu bahwa takdir dapat diubah? Ibra, Nayra, dan teman-temannya juga ingin mengetahui lebih banyak tentang takdir dan hari akhir. Bersama mereka, kalian akan tahu bagaimana Allah menciptakan langit dan bumi, bagaimana kehidupan setelah kematian, bagaimana timbangan amal manusia, dan masih banyak lagi. Yuk, ikuti petualangan mereka di dalam Komik Takdir dan Hari Akhir. Semoga setelah mengetahui tentang takdir dan hari akhir, menjadikan kalian lebih taat kepada Allah dan lebih dicintai Allah SWT. Selain Komik Takdir dan Hari Akhir, kalian juga bisa membaca komik aqidah Petualangan Menguak Misteri Ayat-Ayat Allah yang tak kalah seru.",https://www.bukukita.com/babacms/displaybuku/119209.jpg,https://www.bukukita.com/babacms/displaybuku/119209_f.jpg
630,631,Komik Hari Besar Islam,9786022509189,Ernawati Lilys,Gema Insani,Agustus - 2022,Cerita Anak,"Teman-Teman, sudah tahukahkalian apa saja hari besarIslam? ya, ada TahunBaru Hijriyah, Idul Fitri, IdulAdha.danlainnya. Apakahkalian juga sudah tahubagaimana ceritanya umat Islammempunyai penanggalan Hijryah? Wah,ternyata ada banyak kisah dan peristiwa pentinglho di hari-hari besar Islam itu. Di dalam komik ini, ada cerita tentang tahun baruHijriyah dan serunya bulan Ramadhan dimancanegara. Teman Teman juga bisa tahu kisahRasulullah saat pertama kali Idul fitri. Selain itu.ada kisah Nabi Ibrahim dan Nabi Ismail yangdisayangi Allah. Karena kisah itu. Fariq. Fahiradan kawan kawannya sangat bersemangatberkurban dan belajar meneladani para nabi.",https://www.bukukita.com/babacms/displaybuku/119226.jpg,https://www.bukukita.com/babacms/displaybuku/119226_f.jpg
631,632,komik Fiqih untuk Anak,9786022508816,Aan Wulandari,Gema Insani,Agustus - 2022,Cerita Anak," Abizar dan Naziyah sedang belajar tentangfiqih sambil berkemah dan berkegiatanseru lainnya agar mereka paham tata caramenjalankan ibadah. Ternyata, niat yangbenar dalam beribadah juga penting, lho.  Apakah kamu tahu-bagaimana tata cara bertayamum? Kalau belum, lanjutkan membaca komik Fiqih untuk Anak.Belajar Fiqih, Mudah da nMenyenangkan, ya kalian akandiajak mengikuti serunya kisah Abizar dan Naziyah. Selainitu, banyak informasi menarik di dalam buku ini.Mulai darimengenal macam-maca najis.cara membersihkannya,tata caraberwudhu, kapan shalat jamak dan qashar boleh dilakukan,apasaja adab dalam jual beli,sampai bagaimana seharusnya Muslimdan Muslimah bergaul dengan lawan jenis.",https://www.bukukita.com/babacms/displaybuku/119202.jpg,https://www.bukukita.com/babacms/displaybuku/119202_f.jpg
632,633,Anakku Jangan Sekutukan Tuhanmu,9786022509158,Muhammad Yasir,Gema Insani,Agustus - 2022,Cerita Anak,"Apakah kamu tahu kisah Bilal, sang muadzin Rasulullah mempertahankankeimanan? kalau belum, lanjutkan membaca buku Anakku, Jangan SekutukanTuhanmu, ya. kamu juga akan menemukan kisah tentang anak kecil yang rajinshalat malam, kisah masyithah si tukang sisir putri-putri Fir'aun, dan masihbanyak kisah menakik lainnya.",https://www.bukukita.com/babacms/displaybuku/119203.jpg,https://www.bukukita.com/babacms/displaybuku/119203_f.jpg
633,634,Boardbook Pintar Iqra 1,9786022508793,Aan Wulandari,Gema Insani,November - 2021,Pendidikan Anak,"Kondisi Buku : Segel (Baru), Original 100% (Garansi Anti Bajakan)untuk anak usia 5 tahunFabel Hijaiyah / Wipe And cleanBelajar menulis / Pengenalan harakatHuruf sambung / Kolom PrestasiVideo animasi belajar huruf hijaiyahDengan buku ini, belajar huruf hijaiyah dan iqra lebih mudah dan asyik, lho. Kamu dapat belajar huruf hijaiyah sambil menikmati cerita fabel berima. Seperti",https://www.bukukita.com/babacms/displaybuku/119158.jpg,https://www.bukukita.com/babacms/displaybuku/119158_f.jpg
634,635,Mengenal ALLAH mencintai islam,9786022506478,Lina Herlina dan Ryu Tri,Gema Insani,Agustus - 2022,Anak-Anak," AssalaMu'alaikum. Teman-Teman....Mengenal kebesaran Ailah dankeindahan Islam sambil belajar alfabet, yuk.  kamu juga akan diajakbertualang Mencari jejak, belajarmenulis. Menggambar Mewarnai. dan berhitung. Pasti seru. deh.Ayo baca buku ini danjadilah anak saleh dan pintar",https://www.bukukita.com/babacms/displaybuku/119104.jpg,https://www.bukukita.com/babacms/displaybuku/119104_f.jpg
635,636,AL-MUHADDITSAT Ulama Perempuan dalam Bibang hadist,9786022509592,Mohammad Akram Nadwi,Gema Insani,Agustus - 2022,Inspirasional,"Dewasa ini, akan mengejutkan bagi kita jika mendengar kisah seorangUmmu ad-Darda dari abad VII H yang telah duduk bersama ulama laki-lakidi masjid (tanpa meninggalkan norma kesopanan dalam Islam), memberifatwa, mengajar hadits dan fiqih kepada banyak murid, bahkan muridsekaliber khalifah. Kisah menakjubkan seperti ini bukanlah satu-satunya.Buku al-Muhadditsat: Ulama Perempuan dalam Bidang Hadits(al-Muhaddithat: the Women Scholars in Islam) karya Syekh Dr.Mohammad Akram Nadwi ini mengajak kita mengenang kembali goresanbersejarah para ulama perempuan dalam bidang hadits yang berperanbesar dalam menjaga keberlangsungan keilmuan Islam. Merekamelakukan banyak perjalanan jauh lintas benua, mentransmisikan haditskepada banyak murid, menerima periwayatan dari banyak ulama, bahkanmemberi fatwa sebagai seorang alim ulama. Mereka ikut andil dalammenghidupkan kembali tradisi keilmuan hadits yang sempat meredup,tanpa meninggalkan peran dan tanggung jawab mereka di ranahdomestik. Secara khusus, buku ini ditulis berdasarkan data dan sumberilmiah, dengan penulis yang otoritatif, untuk menghadirkan jiwa zaman(spirit ofages atau zeitgeist) atas kisah-kisah yang ada di dalamnya. Bukuini sangat penting untuk dimiliki dan dibaca.",https://www.bukukita.com/babacms/displaybuku/119081.jpg,https://www.bukukita.com/babacms/displaybuku/119081_f.jpg
636,637,Psikologi Pernikahan Menyelami Rahasia Pernikahan,9786022505204,"Muhammad Iqbal, Ph.D",Gema Insani,Agustus - 2018,Islam,"Kondisi Buku : Segel (Baru), Original 100% (Garansi Anti Bajakan)Buku ini wajib dimiliki oleh setiap orang, Mulai dari ustadz. hingga tenagakerja biasa, selama ia berumah tangga. Buku ini menjadi pengulang kajianbagi yang sudah mengerti, serta menjadi pelipur lara dan penawar lukabagi yang terjatuh. Semoga buku ini bisa menjadi amal jariyah.H. Abdul Sorviad, Lc. M.A.Datuk Seri Ularvia Setia NesaBuku di hadapan Anda ini ditulis oleh seorang akademisi dan pakar dafarvi bidang psikologi keluarga, serta berpengalarwan dalam menangani banyak persoalan keluarga. Buku ini layak untuk Anda baca demi menguatkan ketahanan keluarga. Dra. WirianingsihPencinta keluarga Indonesia Pernikahan adalah janji suci sebagai gerbang memasuki kehidupan berkeluarga untuk memenuhi separuh iman. Sekitar dua per tiga kehidupan manusia dijalani dalam keluarga yang dibentuk bersama oleh pasangan suami istri. Oleh sebab itu, sangat penting bagi pasangan suami istri untuk memiliki kesiapan yang baik Buku ini penting dibaca karena memberikan pengetahuan dan panduan seputar pernikahan dan keluarga. Prof. Dr. Euis SunartiQuru Besar IPB Bidang Ketahanan dan Pemberdayaan Keluarga",https://www.bukukita.com/babacms/displaybuku/108443.jpg,https://www.bukukita.com/babacms/displaybuku/108443_f.jpg
637,638,Mushaf Al-Jabbar Motif Bunga 2 warna sedang ukuran A5 (HC),9786026904201,Tim Gema Insani,Gema Insani,Agustus - 2022,Al-Quran,Al-Jabbar Motif Bunga mushaf 2 warna sedang ukuran A5 HC,https://www.bukukita.com/babacms/displaybuku/119087.jpg,https://www.bukukita.com/babacms/displaybuku/119087_f.jpg
638,639,Pandangan Hidup Muslim,9786022502968,Prof. Dr. Hamka,Gema Insani,Maret - 2019,Islam,view Pandangan Hidup Muslim,https://www.bukukita.com/babacms/displaybuku/111459.jpg,https://www.bukukita.com/babacms/displaybuku/111459_f.jpg
639,640,Mengasah Pola Pikir Anak,9786022509462,Abdul Karim Bakkar,Gema Insani,April - 2022,Perawatan Anak,"Apa yang perlu anak ketahui tentang kehidupan ini? Bagaimana cara agar anak gemar membaca? Apakah anak pemikir itu baik? Bagaimana menumbuhkan pola pikir kreatif, positif, realistis, kritis, dan objektif pada anak? Bagaimana bersikap di depan anak dalam segala situasi? Apa yang perlu dilakukan pada anak yang bermental lemah? Sebenarnya, apa yang dibutuhkan anak dari orang tua dan guru-gurunya? Bagaimana menjawab pertanyaan anak seputar hal yang tidak kita ketahui? Buku Mengasah Pola Pikir Anak (Ta'sis 'Agliyat ath-Thifl) hadir untuk menjawab beragam pertanyaan tersebut yang kerap tebersit dalam pemikiran para orang tua dan pendidik. Dilengkapi dengan bahasan hal-hal yang perlu diingat, serta latihan dan praktik, buku ini bisa membantu para orang tua dan pendidik dalam mengasah pola pikir anak melalui pembentukan pemahaman dan dialog yang interaktif.",https://www.bukukita.com/babacms/displaybuku/119065.jpg,https://www.bukukita.com/babacms/displaybuku/119065_f.jpg
640,641,Keadilan Sosial Dalam Islam,9786022502753,Prof. Dr. Hamka,Gema Insani,November - 2015,Islam,"Kondisi Buku : Segel (Baru), Original 100% (Garansi Anti Bajakan)Liberalisme, komunisme, fascisme, sosialisme, kapitalisme, dan beragam paham lainnya sudah silih berganti berusaha mengatur kehidupan manusia, perekonomian khususnya. Namun, semua paham itu adalah paham ciptaan manusia yang hanya menguntungkan satu pihak dan merugikan pihak lain. Satu paham digantikan oleh paham yang lain. Tidak tetap dan tergantikan.Jauh sebelum paham-paham tersebut muncul, Islam sudah mengatur sedemikian rupa, serapi dan seteratur lebih dari yang dapat dibayangkan. Islam mengatur hak-hak ekonomi perseorangan juga masyarakat pada umumnya serta peran negara dan pemerintah dalam mewujudkan keadilan sosial. Selain itu, Islam juga mengatur pintu masuk sumber harta dan pintu keluar ke arah mana harta itu disalurkan.",https://www.bukukita.com/babacms/displaybuku/88927.jpg,https://www.bukukita.com/babacms/displaybuku/88927_f.jpg
641,642,AL-MU'IZZ AL-QURAN HAFALAN SEDANG A5 HC (PINK),9786026904225,"KH.SA'ADULLOH S.Q,MM.PD",Gema Insani,Agustus - 2022,Al-Quran,"AL-MU'IZZ AL-QURAN HAFALAN SEDANG HC (PINK)Dilengkapi : pemandu hafalan,kontrol kegiatan,materi motivasi terjemah standar KEMENAG RI,AL-QURAN dalam keseharian",https://www.bukukita.com/babacms/displaybuku/119093.jpg,https://www.bukukita.com/babacms/displaybuku/119093_f.jpg
642,643,Falsafah Ketuhanan,9786022503910,Prof.Dr.Hamka,Gema Insani,Juni - 2017,Islam,view Falsafah Ketuhanan,https://www.bukukita.com/babacms/displaybuku/101019.jpg,https://www.bukukita.com/babacms/displaybuku/101019_f.jpg
643,644,1001 Soal Kehidupan (Cover Baru),9786022502890,Prof.Dr.Hamka,Gema Insani,Agustus - 2022,Filosofi," ""Menghidupkan kembali agama berarti menghidupkan suatu bangsa. Hidupnya agama berarti cahaya kehidupan "" Bediuzzaman Said Nursi Tidak bisa dinafikan bahwa hidup memang berisikan dinamika persoalan. Tidak pedulizaman telah berganti dan masa telah berlalu, tetapi persoalan akan selalu muncul danberkembang seiring perputaran alam dan kehidupan itu sendiri. Ada persoalan yang bersifat temporer dan ada yang bersifat ajekyang akan tetap ada, meskipun zaman danmanusia telah berlalu silih berganti.Beruntunglah bagi mereka yang memiliki keluasan ilmubaik pengetahuan agamamaupun pengetahuan umum. Namun, bagi orang awam bukanlah perkara mudah kalamereka menemukan persoalan yang dianggap pelik. Apabila tidak ditangani dengantepat, persoalan tersebut dapat memicu sebuah permasalahan dan kesalahan baru yangberdampak negatif, bahkan dapat memicu pertikaian dan konflik di tengahmasyarakatseperti yang sering kita jumpai di sekeliling kita, keributan mencuat hanyakarena masalah sepele.",https://www.bukukita.com/babacms/displaybuku/119055.jpg,https://www.bukukita.com/babacms/displaybuku/119055_f.jpg
644,645,4 Bulan di Amerika,9786022505129,Hamka,Gema Insani,Agustus - 2018,Personal Literature,view 4 Bulan di Amerika,https://www.bukukita.com/babacms/displaybuku/108429.jpg,https://www.bukukita.com/babacms/displaybuku/108429_f.jpg
645,646,"Tuntunan Puasa, Tarawih & Shalat Idul Fitri",9786022503842,Buya Hamka,Gema Insani,April - 2017,Islam,"view Tuntunan Puasa, Tarawih & Shalat Idul Fitri",https://www.bukukita.com/babacms/displaybuku/101038.jpg,https://www.bukukita.com/babacms/displaybuku/101038_f.jpg
